paragraphs,question,answer
"[{'idx': 0, 'title': 'Nhật Bản', 'paragraph_text': 'Không giống như tình hình ở các nước phương Tây, khu vực tài chính Nhật không chịu ảnh hưởng mạnh từ cuộc Khủng hoảng cho vay thế chấp nhưng do đối mặt với sự sụt giảm mạnh về khối lượng đầu tư cũng như nhu cầu trước các mặt hàng xuất khẩu chủ chốt của Nhật ở nước ngoài vào cuối năm 2008, đã đẩy nước này vào vòng suy thoái nhanh hơn. Tình trạng nợ công quá lớn (chiếm 229% GDP theo số liệu của năm 2015) và tỉ lệ dân số có tuổi quá cao là hai vấn đề đầy thách thức với Nhật Bản về dài hạn. Hiện tại những tranh cãi xung quanh vai trò và hiệu quả của các chính sách vực dậy nền kinh tế là mối quan tâm lớn của người dân lẫn chính phủ nước này. Nhìn chung, trong giai đoạn 2005-2015, kinh tế Nhật chỉ đạt được tốc độ tăng trưởng rất chậm, trung bình 1% mỗi năm. Kinh tế Nhật đã bị Trung Quốc vượt qua trong giai đoạn này, và nếu tiếp tục tăng trưởng chậm như vậy thì trong 10 năm tới, Indonesia và Nga sẽ vượt qua Nhật về tổng GDP theo sức mua tương đương, còn Hàn Quốc và Đài Loan cũng sẽ sớm vượt qua Nhật về thu nhập bình quân đầu người.', 'is_supporting': False}]",Những vấn đề khó giả quyết trong thời gian dài của Hàn Quốc là gì?,'Tình trạng nợ công quá lớn (chiếm 229% GDP theo số liệu của năm 2015) và tỉ lệ dân số có tuổi quá cao'
"[{'idx': 0, 'title': 'Louis XV của Pháp', 'paragraph_text': 'Một trong những xung đột nghiêm trọng làm xáo trộn những năm đầu triều Louis XV là tranh chấp giữa triều đình với Giáo hội và một giáo sắc gọi là Unigenitus. Nhà vua Louis XV đòi Giáo hoàng Pope Clement XI ban một Giáo sắc vào ngày 8 tháng 9 năm 1713. Nội dung tờ giáo sắc lên án Jansen, một học thuyết tôn giáo dựa trên lời giáo huấn của Saint Augustine. Ở Pháp nhiều tín đồ tôn sùng chủ nghĩa Jansenism, bao gồm Blaise Pascal, nhà thơ Racine, các quý tộc như Madame de Sévigné và Madame de Lafayette. Các giảng viên Sorbonne, ban đầu chủ yếu ở các trường cao đẳng thần học và một trung tâm Jansen, yêu cầu sự vinh danh từ chính phủ. Phe Jansen liên minh với phe Gallica, những nhà thần học mong muốn Giáo hội Công giáo ở Pháp phải minh bạch rõ ràng. Họ đối đầu với phe Unigenitus đang nắm giữ thế đa số trong Nghị viện Paris và giới quý tộc. Mặc dù có sự phản đối, ngày 20 tháng 3 năm 1730, Hồng y Fleury đã thuyết phục nhà vua xuống chiếu tuyên bố Unigenitus là chính thống của Giáo hội Pháp.', 'is_supporting': False}]",Nhà vua đã đưa ra quyết định gì khi nhận được sự hợp tác từ Hồng y Fleury?,'xuống chiếu tuyên bố Unigenitus là chính thống của Giáo hội Pháp'
"[{'idx': 0, 'title': 'Thiên văn học', 'paragraph_text': 'Số phận cuối cùng của ngôi sao phụ thuộc vào khối lượng của nó, với những ngôi sao có khối lượng lớn hơn khoảng tám lần khối lượng Mặt trời, nó sẽ trở thành sao siêu mới sụp đổ lõi; trong khi các ngôi sao nhỏ hơn hình thành nên các tin vân hành tinh, và phát triển thành các sao lùn trắng. Tàn tích của một sao siêu mới là một sao neutron đặc, hay, nếu khối lượng sao ít nhất gấp ba lần khối lượng Mặt trời, là một hố đen. Những ngôi sao kép ở gần nhau có thể đi theo những con đường tiến hoá phức tạp, như chuyển đổi khối lượng trở thành một ngôi sao lùn trắng đồng hành và có khả năng tạo ra một sao siêu mới. Tinh vân hành tinh và sao siêu mới là cần thiết cho sự phân bố kim loại vào không gian liên sao; không có chúng, mọi ngôi sao mới (và hệ thống hành tinh của chúng) sẽ chỉ được tạo thành từ hydro và heli.', 'is_supporting': False}]",Số phận cuối cùng của ngôi sao có kích thước lớn hơn khoảng tám lần khối lượng mặt trời sẽ như thế nào?,'trở thành sao siêu mới sụp đổ lõi'
"[{'idx': 0, 'title': 'Chiến tranh Đông Dương', 'paragraph_text': 'Sau cuộc đảo chính của Nhật ngày 9/3/1945, các tổ chức chính trị thân Pháp ngừng hoạt động, lãnh đạo các tổ chức này tránh lộ diện công khai. Các đảng phái khác tăng cường hoạt động nhờ sự tê liệt của Sở Liêm phóng Đông Dương do các viên chức Pháp bị cầm tù. Các đảng phái thân Nhật hoạt động công khai, xuất bản báo chí, hội họp, thăm dò mức độ ủng hộ của Nhật. Các đảng phái đứng về phe Đồng Minh tích cực hoạt động để chuẩn bị cho cuộc đổ bộ của Đồng Minh vào Đông Dương đồng thời lên án các đảng phái thân Nhật. Từ tháng 7/1945, bạo lực chính trị bắt đầu gia tăng nhưng lãnh đạo các đảng phái và các trí thức thuộc các khuynh hướng khác nhau vẫn gặp gỡ trao đổi thông tin và thảo luận về việc thành lập các liên minh chống thực dân Pháp.', 'is_supporting': False}]",Hệ quả của cuộc đảo chính ngày 3/9/1945 là gì?,"'các tổ chức chính trị thân Pháp ngừng hoạt động, lãnh đạo các tổ chức này tránh lộ diện công khai'"
"[{'idx': 0, 'title': 'Pháp', 'paragraph_text': 'Trong nửa cuối thế kỷ XIX, ảnh hưởng của Pháp đối với hội họa thế giới trở nên quan trọng hơn, với sự phát triển của các phong cách hội họa mới như trường phái ấn tượng và trường phái tượng trưng. Các họa sĩ ấn tượng nổi tiếng nhất trong giai đoạn này là Camille Pissarro, Édouard Manet, Edgar Degas, Claude Monet và Auguste Renoir. Thế hệ thứ nhì các họa sĩ theo phong cách ấn tượng có Paul Cézanne, Paul Gauguin, Toulouse-Lautrec và Georges Seurat, họ cũng ở thế tiên phong về tiến triển mỹ thuật, cùng với các họa sĩ theo trường phái dã thú là Henri Matisse, André Derain và Maurice de Vlaminck. Lúc khởi đầu thế kỷ XX, xu hướng lập thể được phát triển bởi Georges Braque và một họa sĩ người Tây Ban Nha sống tại Paris là Pablo Picasso. Một số họa sĩ nước ngoài khác cũng định cư hoặc làm việc tại khu vực Paris là Vincent van Gogh, Marc Chagall, Amedeo Modigliani và Wassily Kandinsky.', 'is_supporting': False}]",Hãy kể tên các hoạ sĩ nổi tiếng nhất Pháp nửa cuối thế kỷ XXI?,"'Camille Pissarro, Édouard Manet, Edgar Degas, Claude Monet và Auguste Renoir'"
"[{'idx': 0, 'title': 'Tính từ', 'paragraph_text': 'Các tính từ thuộc tính, và các biến danh tố khác, có thể được sử dụng hạn định (giúp xác định referent của danh từ, từ đây ""giới hạn"" reference của nó), hoặc không hạn định (giúp miêu tả một danh từ đã được xác định). Trong một số ngôn ngữ, như tiếng Tây Ban Nha, sự hạn định được đánh dấu thống nhất; ví dụ, la tarea difícil tiếng Tây Ban Nha nghĩa là ""nhiệm vụ khó khăn"" trong nghĩa ""the task that is difficult"" (hạn định), trong khi đó la difícil tarea có nghĩa là ""the difficult task"" trong nghĩa ""the task, which is difficult"" (không hạn định). Trong tiếng Anh, sự hạn định không được đánh dấu lên tính từ mà lên mệnh đề quan hệ (sự khác nhau giữa ""the man who recognized me was there"" và ""the man, who recognized me, was there"" là một trong các hạn định).', 'is_supporting': False}]",Trong tiếng Tây Ban Nha sự hạn định được đánh dấu lên thành phần ngữ pháp nào?,'lên mệnh đề quan hệ'
"[{'idx': 0, 'title': 'Ukraina', 'paragraph_text': 'Ukraina lần đầu tham dự Olympic tại Olympic Mùa đông năm 1994. Tuy nhiên, Ukraina có nhiều thành công hơn tại Olympic Mùa hè (96 huy chương cho bốn lần tham gia) so với Olympic Mùa đông (năm huy chương vàng cho bốn lần tham gia). Ukraina hiện xếp thứ 35 về số lượng huy chương vàng giành được tại tất cả các kỳ Olympic, nơi tất cả các nước xếp trên, ngoại trừ Nga, đều có số lần tham dự nhiều hơn. Bước mới của Ukraina trong thể thao thế giới là tham gia đăng cai tổ chức Olympic Mùa đông năm 2018. Chính phủ Ukraina đã đưa Bukovel - khu thể thao trượt tuyết mới nhất của Ukraina để làm nơi tổ chức năm 2018. Bên chiến thắng sẽ được thông báo năm 2011 tại cuộc họp thứ 123 của IOC tại Durban, Nam Phi.', 'is_supporting': False}]",Ukraina được 35 huy chương vào kỳ Olympic nào?,'Olympic Mùa hè'
"[{'idx': 0, 'title': 'Cộng hòa Síp', 'paragraph_text': 'Hiến pháp năm 1960 quy định một hệ thống chính phủ tổng thống với các nhánh hành pháp, lập pháp và tư pháp riêng biệt, cũng như một hệ thống kiểm tra và cân bằng phức tạp, gồm một tỷ lệ chia sẻ quyền lực đã được tính trước để bảo vệ các quyền lợi của người Síp Thổ Nhĩ Kỳ. Nhánh hành pháp, do một Tổng thống Síp Hy Lạp và một Phó tổng thống Síp Thổ Nhĩ Kỳ đứng đầu. Hai người này được các cộng đồng của mình bầu lên với nhiệm kỳ năm năm và mỗi người đều có quyền phủ quyết với một số kiểu quyết định hành pháp và lập pháp. Quyền lập pháp thuộc Nghị viện, với các đại biểu cũng được bầu lên trên căn bản đầu phiếu. Từ năm 1964, sau những cuộc xung đột giữa hai cộng đồng, các ghế của người Síp Thổ Nhĩ Kỳ trong nghị viện bị bỏ trống. Người Síp Thổ Nhĩ Kỳ từ chối thành lập bộ nội vụ trước cuộc xâm lược Síp trong nỗ lực nhằm phân chia Cộng hoà Síp về pháp lý. Điều này là rõ ràng trong báo cáo của Tổng thư ký Liên hiệp quốc ở thời điểm ấy. Các lãnh đạo người Síp Thổ Nhĩ Kỳ đã gia nhập vào một lập trường cứng rắn chống lại mọi biện pháp có thể khiến các thành viên của hai cộng đồng sống và làm việc cùng nhau, hay có thể đặt người Síp Thổ Nhĩ Kỳ vào các tình huống theo đó họ sẽ phải chấp nhận quyền lực của các cơ quan chính phủ. Quả thực, bởi giới lãnh đạo người Síp Thổ Nhĩ Kỳ cam kết coi sự chia rẽ về địa lý và tự nhiên giữa các cộng đồng như một mục tiêu chính trị, dường như các hành động được người Síp Thổ Nhĩ Kỳ khuyến khích khó có thể được coi là sự thể hiện các dấu hiệu của một chính sách mới. Kết quả dường như là một chính sách tự chia rẽ một cách thận trọng của người Síp Thổ Nhĩ Kỳ', 'is_supporting': False}]",Giới lãnh đạo người Síp Hy Lạp cam kết điều gì như một mục tiêu chính trị?,'coi sự chia rẽ về địa lý và tự nhiên giữa các cộng đồng'
"[{'idx': 0, 'title': 'Vườn quốc gia Phong Nha - Kẻ Bàng', 'paragraph_text': 'Kể từ khi trở thành di sản thể giới, lượng khách du lịch đến đây tăng vọt, các hoạt động của lâm tặc, tình trạng săn bắn động vật hoang dã là mối nguy cho vườn quốc gia Phong Nha-Kẻ Bàng, trong khi lực lượng kiểm lâm lại khá mỏng. Sự gia tăng du khách tham quan khu vườn quốc gia này cũng gây ra vấn đề cho môi trường ở đây như các rác thải, ô nhiễm nước do hoạt động du lịch, ảnh hưởng của con người lên hang động (nhiều người bẻ các măng đá mang về, khắc chạm linh tinh lên vách động…), nhưng đặc biệt ảnh hưởng nhất là đe dọa đến sự đa dạng sinh học. Nhiều cộng đồng dơi ở trong các hang động cũng bị tác động xấu do sự tham quan của du khách.', 'is_supporting': False}]",Lực lượng lâm tặc của vườn quốc gia Phong Nha - Kẻ Bàng như thế nào?,'khá mỏng'
"[{'idx': 0, 'title': 'Cuba', 'paragraph_text': 'Chính phủ Cuba tuân theo các nguyên tắc xã hội chủ nghĩa trong tổ chức nền kinh tế kế hoạch hóa to lớn do nhà nước kiểm soát của họ. Đa số các phương tiện sản xuất thuộc sở hữu và sự điều hành của chính phủ và đa số lực lượng lao động làm việc cho các công ty nhà nước. Những năm gần đây, đã có xu hướng chuyển dịch lao động sang lĩnh vực tư nhân. Năm 2006, lĩnh vực công cộng sử dụng 78% lực lượng lao động và tư nhân sử dụng 22% so với tỷ lệ này năm 1981 là 91.8% và 8.2%. Đầu tư vốn bị hạn chế và buộc phải được sự đồng ý của chính phủ. Chính phủ Cuba áp đặt hầu hết các loại giá cả và khẩu phần lương thực cho các công dân. Hơn nữa, bất kỳ một công ty nào muốn thuê nhân công Cuba phải trả tiền cho chính phủ Cuba, và chính phủ sẽ trả tiền trực tiếp cho người đó bằng đồng peso Cuba.', 'is_supporting': False}]",Nếu muốn thuê công ty Cuba thì các nhân công cần phải làm gì?,'trả tiền cho chính phủ Cuba'
